"ano_teste","n","mae","mape","correlacao_spearman"
2023,32,0.280061866296589,74.2183575546975,0.430468916450368
2024,32,0.176895860760122,31.7878829819566,0.760875627339217
2025,32,0.219248420956689,36.7374628482191,0.796207680834491
